3.05,1,1,0,1,2,0,1,1,0,1,0,0
2.92,1,1,0,1,0,0,1,1,2,0,1,0
1.84,1,1,0,1,0,1,0,0,3,1,0,0
1.70,1,1,0,1,1,1,1,0,1,1,0,0
1.70,1,1,1,0,2,1,0,0,1,1,0,0
1.55,1,1,0,1,1,1,0,1,1,1,0,0
1.44,1,1,0,1,2,1,0,0,2,0,0,0
1.42,1,1,1,1,0,0,0,0,3,1,0,0
1.26,1,1,1,1,1,1,0,0,1,1,0,0
1.16,1,1,0,0,1,1,0,0,3,1,0,0
1.15,1,1,1,1,2,0,0,0,2,0,0,0
1.13,1,1,0,1,1,1,0,0,2,1,0,0
1.11,1,1,0,1,1,1,0,1,2,0,0,0
1.10,1,1,1,1,1,1,1,0,1,0,0,0
1.09,1,1,1,0,1,1,1,0,1,1,0,0
1.07,1,1,1,1,1,1,0,0,2,0,0,0
1.05,1,1,0,1,1,1,0,0,3,0,0,0
1.02,1,1,1,1,1,0,0,0,2,1,0,0
0.87,1,1,0,0,2,1,1,0,2,0,0,0
0.87,1,1,0,1,1,1,1,0,2,0,0,0
0.87,1,1,0,1,1,1,1,1,1,0,0,0
0.85,1,1,0,1,0,1,1,0,2,1,0,0
0.81,1,1,0,0,1,1,0,1,2,1,0,0
0.80,1,1,0,0,1,1,1,0,3,0,0,0
0.80,1,1,1,0,1,1,0,0,2,1,0,0
0.78,1,1,0,1,1,0,1,0,2,1,0,0
0.76,1,1,0,1,1,2,0,0,2,0,0,0
0.68,1,1,0,0,1,1,1,0,2,1,0,0
0.68,1,1,0,1,1,0,0,0,3,1,0,0
0.58,1,1,0,0,1,1,1,1,2,0,0,0
0.42,1,1,0,0,1,2,1,0,1,1,0,0
