5.00,0,0,1,1,1,1,1,1,1,0,1,0
2.61,1,0,1,1,2,1,1,0,1,0,0,0
2.56,0,0,1,1,1,0,1,3,1,0,0,0
2.53,1,0,1,1,0,0,1,0,3,1,0,0
2.42,1,0,1,1,1,2,0,1,1,0,0,0
2.07,1,0,1,0,1,0,0,1,2,0,2,0
2.04,1,0,0,2,1,1,0,0,3,0,0,0
2.03,1,0,0,1,1,1,0,2,1,0,1,0
2.01,1,0,1,1,1,1,0,0,3,0,0,0
1.96,1,0,0,1,0,2,1,0,1,1,1,0
1.94,0,0,1,1,1,0,1,2,2,0,0,0
1.90,1,0,0,1,1,0,1,1,3,0,0,0
1.87,1,0,1,0,1,1,1,1,2,0,0,0
1.84,1,0,1,1,1,1,1,0,2,0,0,0
1.83,0,0,0,1,1,1,0,2,3,0,0,0
1.74,1,0,1,0,1,2,0,0,3,0,0,0
1.73,1,0,1,0,1,1,0,0,4,0,0,0
1.67,1,0,0,0,1,1,1,0,3,0,1,0
1.65,1,0,1,0,1,1,0,0,3,1,0,0
1.60,1,0,1,1,1,0,1,1,1,1,0,0
1.59,1,0,0,1,0,1,1,1,3,0,0,0
1.48,1,0,0,1,1,1,1,0,2,0,1,0
1.43,1,0,1,0,1,1,0,0,3,0,1,0
1.43,1,0,1,0,1,1,1,0,3,0,0,0
1.37,1,0,1,1,1,1,0,0,2,1,0,0
1.36,1,0,1,1,2,1,0,0,2,0,0,0
1.35,0,0,1,1,1,1,1,1,1,1,0,0
1.32,1,0,1,1,1,1,1,1,1,0,0,0
1.29,1,0,0,1,1,1,0,0,4,0,0,0
1.25,1,0,0,1,1,2,0,0,3,0,0,0
1.22,1,0,0,1,1,1,0,0,3,1,0,0
1.21,1,0,1,0,2,0,1,0,3,0,0,0
1.21,1,0,1,1,1,0,1,0,2,1,0,0
1.20,1,0,1,1,1,2,0,0,2,0,0,0
1.19,1,0,1,0,3,1,1,0,1,0,0,0
1.18,1,0,0,1,1,1,1,0,3,0,0,0
1.18,1,0,1,1,1,1,0,1,1,1,0,0
1.17,1,0,0,1,1,2,1,0,2,0,0,0
1.13,1,0,1,0,1,1,0,1,3,0,0,0
1.09,1,0,0,1,1,1,2,0,2,0,0,0
1.06,1,0,0,1,1,1,0,1,3,0,0,0
1.00,1,0,0,0,1,1,1,0,3,1,0,0
0.97,1,0,0,2,1,1,0,1,2,0,0,0
0.96,1,0,0,1,1,1,1,1,2,0,0,0
0.96,1,0,1,1,1,0,0,1,3,0,0,0
0.94,1,0,1,1,1,0,1,0,3,0,0,0
0.93,1,0,1,1,1,1,0,1,2,0,0,0
0.92,1,0,1,0,1,1,0,1,2,1,0,0
0.89,1,0,0,1,1,1,1,0,2,1,0,0
0.88,1,0,1,1,1,0,1,1,2,0,0,0
0.87,1,0,0,1,2,1,1,0,2,0,0,0
0.80,1,0,1,1,1,1,1,0,1,1,0,0
0.78,1,0,1,0,2,1,1,0,2,0,0,0
0.66,1,0,0,1,1,1,0,1,2,0,1,0
0.65,1,0,0,1,2,1,0,1,2,0,0,0
0.61,1,0,0,1,1,1,1,1,1,0,1,0
