2.85,0,1,0,0,2,1,0,0,3,1,0,0
2.68,0,1,1,1,1,1,0,0,2,1,0,0
2.65,0,1,0,0,1,0,0,1,4,1,0,0
2.53,0,1,0,1,1,1,0,0,3,0,1,0
2.39,0,1,0,1,1,2,1,0,2,0,0,0
2.29,0,1,0,1,0,1,0,1,3,1,0,0
2.25,0,1,1,1,0,1,1,0,2,1,0,0
2.23,0,1,1,0,2,0,1,0,2,0,1,0
2.09,0,1,0,1,1,1,0,0,4,0,0,0
1.99,0,1,0,1,0,1,1,0,2,0,2,0
1.89,0,1,0,1,1,1,1,1,2,0,0,0
1.88,0,1,1,0,0,2,0,1,1,0,2,0
1.86,0,1,0,1,1,1,0,1,2,1,0,0
1.83,0,1,1,1,1,1,1,0,1,1,0,0
1.76,0,1,0,1,1,2,0,1,2,0,0,0
1.72,0,1,0,0,1,1,1,1,2,0,1,0
1.68,0,1,1,1,1,1,0,0,3,0,0,0
1.65,0,1,0,1,1,1,1,0,2,1,0,0
1.62,0,1,0,1,2,1,0,0,3,0,0,0
1.61,0,1,0,1,1,1,1,0,2,0,1,0
1.59,0,1,1,0,1,1,0,0,3,1,0,0
1.57,0,1,0,1,1,2,0,0,2,1,0,0
1.50,0,1,0,0,1,2,1,0,3,0,0,0
1.46,0,1,0,0,2,1,1,0,2,0,1,0
1.46,0,1,0,1,2,1,1,0,2,0,0,0
1.42,0,1,1,0,2,1,1,0,2,0,0,0
1.40,0,1,1,1,1,1,1,0,2,0,0,0
1.38,0,1,0,1,1,2,0,0,3,0,0,0
1.38,0,1,1,0,1,1,0,1,2,1,0,0
1.38,0,1,1,0,1,1,1,0,2,1,0,0
1.32,0,1,0,0,2,1,1,0,3,0,0,0
1.29,0,1,0,1,1,1,1,0,3,0,0,0
1.28,0,1,0,1,1,1,0,1,3,0,0,0
1.19,0,1,0,1,1,1,0,0,3,1,0,0
1.19,0,1,2,0,2,0,1,1,0,1,0,0
1.15,0,1,0,1,1,1,1,1,1,1,0,0
1.15,0,1,1,1,1,1,0,1,2,0,0,0
1.13,0,1,0,0,1,1,1,0,3,0,1,0
1.11,0,1,0,0,1,1,1,1,1,0,2,0
1.03,0,1,1,0,1,1,1,0,3,0,0,0
1.02,0,1,1,0,0,2,1,0,0,1,2,0
1.00,0,1,0,1,0,1,0,1,4,0,0,0
1.00,0,1,1,0,1,1,1,1,2,0,0,0
0.97,0,1,0,0,1,1,1,0,3,1,0,0
0.93,0,1,0,0,1,1,1,1,3,0,0,0
0.93,0,1,0,0,2,0,1,1,3,0,0,0
0.90,0,1,0,0,1,1,1,0,4,0,0,0
0.89,0,1,1,1,0,1,1,0,2,0,1,0
0.88,0,1,0,1,1,1,0,0,2,1,1,0
0.76,0,1,1,1,2,1,0,0,2,0,0,0
0.74,0,1,1,1,1,1,0,0,1,1,1,0
0.36,0,1,1,0,2,1,0,0,2,0,1,0
