0.50,1,0,1,1,0,0,1,1,1,0,0,0
2.00,1,0,1,0,1,0,1,0,0,1,1,0
2.50,0,0,0,1,1,1,0,0,3,0,0,0
3.00,0,0,1,1,1,0,1,0,2,0,0,0
2.81,1,0,1,1,0,1,0,0,1,1,0,0
0.85,0,0,1,0,1,1,0,1,2,0,0,0
1.91,1,0,0,0,2,1,0,1,1,0,0,0
1.09,0,0,0,1,1,1,1,1,1,0,0,0
2.22,1,0,1,1,1,0,1,1,0,0,0,0
2.18,0,0,0,1,0,1,1,1,2,0,0,0
1.95,1,0,1,1,1,1,0,0,1,0,0,0
1.89,0,0,1,1,1,1,1,0,1,0,0,0
1.78,1,0,1,0,2,1,0,0,1,0,0,0
1.81,0,0,1,1,0,1,1,1,1,0,0,0
0.91,1,0,1,0,0,1,1,1,1,0,0,0
0.84,0,0,0,1,0,1,1,0,2,0,1,0
1.00,1,0,1,1,1,2,0,0,0,0,0,0
1.36,0,0,1,0,1,1,1,0,2,0,0,0
1.45,0,0,1,0,1,1,0,0,3,0,0,0
1.57,1,0,1,1,0,1,1,0,1,0,0,0
1.53,1,0,1,0,1,1,0,0,2,0,0,0
1.06,1,0,1,1,1,0,0,0,2,0,0,0
1.48,1,0,0,1,1,1,0,1,1,0,0,0
1.45,1,0,1,0,1,0,0,0,3,0,0,0
1.42,1,0,0,1,0,1,1,0,2,0,0,0
1.42,1,0,0,1,1,1,1,1,0,0,0,0
1.11,1,0,0,0,1,1,1,1,1,0,0,0
1.27,1,0,0,1,1,0,0,1,2,0,0,0
1.40,1,0,1,0,0,1,0,2,0,0,0,1
1.38,1,0,1,0,1,1,1,0,1,0,0,0
1.27,1,0,1,0,1,1,1,1,0,0,0,0
1.31,1,0,1,1,1,1,0,1,0,0,0,0
1.29,1,0,0,1,1,1,0,0,2,0,0,0
0.90,1,0,1,0,1,0,1,0,2,0,0,0
0.89,1,0,0,1,0,1,0,0,3,0,0,0
1.24,1,0,1,0,0,1,0,1,2,0,0,0
1.24,1,0,0,0,2,0,1,0,2,0,0,0
1.24,1,0,0,1,0,1,0,0,2,0,1,0
0.82,1,0,0,1,1,1,1,0,1,0,0,0
1.23,1,0,1,0,1,1,0,1,1,0,0,0
1.23,0,0,0,1,1,1,0,1,2,0,0,0
1.03,1,0,0,0,1,1,1,0,2,0,0,0
1.16,1,0,0,1,1,0,1,0,2,0,0,0
1.15,0,0,1,1,1,1,0,0,2,0,0,0
1.21,1,0,0,0,1,2,1,1,0,0,0,0
1.04,1,0,0,1,1,0,0,0,3,0,0,0
1.15,0,0,0,1,1,1,1,0,2,0,0,0
1.12,1,0,0,1,0,1,1,0,1,1,0,0
0.93,0,0,1,1,1,1,0,1,1,0,0,0
1.10,1,0,1,1,1,0,0,1,1,0,0,0
1.13,1,0,0,1,0,1,1,1,1,0,0,0
0.97,1,0,0,0,1,1,0,1,2,0,0,0
1.09,1,0,0,0,1,0,1,0,3,0,0,0
1.07,1,0,0,0,1,0,1,1,2,0,0,0
1.07,1,0,1,1,0,1,0,0,2,0,0,0
0.83,1,0,1,1,1,0,1,0,1,0,0,0
1.00,1,0,0,0,1,1,0,0,3,0,0,0
1.01,1,0,1,1,1,1,1,0,0,0,0,0
1.01,1,0,0,1,0,1,0,1,2,0,0,0
0.78,1,0,1,0,1,0,0,1,2,0,0,0
1.00,1,0,1,0,1,1,0,0,1,0,1,0
1.00,1,0,1,0,0,1,1,0,2,0,0,0
0.57,1,0,0,0,1,0,1,0,2,0,1,0
0.98,1,0,0,1,1,0,1,1,1,0,0,0
0.75,1,0,0,0,1,1,1,0,1,0,1,0
0.90,1,0,0,1,1,2,0,0,1,0,0,0
0.70,1,0,0,1,1,0,0,0,2,0,1,0
0.88,1,0,1,0,1,0,1,1,1,0,0,0
