3.00,0,0,0,0,1,0,1,1,3,0,0,0
2.47,0,1,0,0,1,0,2,0,0,1,1,0
2.76,0,1,0,1,1,0,0,0,2,0,1,0
1.74,0,1,0,1,0,1,0,0,3,0,0,0
2.66,0,0,0,0,1,2,0,0,1,0,2,0
2.62,0,1,0,0,0,1,1,0,3,0,0,0
1.49,0,1,0,0,1,1,0,1,2,0,0,0
0.92,0,1,0,1,0,1,1,0,2,0,0,0
0.78,0,1,1,0,1,0,0,1,1,1,0,0
1.15,0,1,1,0,0,0,0,1,2,1,0,0
1.19,0,1,0,0,1,0,2,0,2,0,0,0
0.77,0,1,1,0,0,0,1,0,1,1,1,0
1.88,0,1,0,0,1,0,1,0,2,1,0,0
0.45,0,1,0,1,0,1,1,1,1,0,0,0
1.17,0,1,0,1,1,1,0,0,2,0,0,0
1.67,0,1,0,0,1,0,1,0,3,0,0,0
1.65,0,1,0,0,1,1,1,1,0,0,1,0
1.44,0,1,0,0,1,1,0,0,2,0,1,0
1.54,0,1,0,1,0,1,1,0,1,1,0,0
1.49,0,1,0,0,1,1,1,0,2,0,0,0
1.48,0,1,0,1,1,1,1,1,0,0,0,0
1.48,0,1,0,1,0,1,1,0,1,0,1,0
1.47,0,1,0,0,1,1,1,1,1,0,0,0
0.65,0,1,0,0,1,1,1,0,0,1,1,0
1.46,0,1,0,0,1,0,1,1,2,0,0,0
1.42,0,0,0,1,1,1,1,0,2,0,0,0
1.45,0,1,1,0,1,0,1,0,1,1,0,0
1.26,0,1,0,0,1,1,1,1,0,1,0,0
0.74,0,1,0,0,0,1,1,1,2,0,0,0
0.60,0,1,0,0,1,2,0,1,1,0,0,0
1.12,0,1,0,1,1,0,1,0,2,0,0,0
1.38,0,1,1,0,1,1,0,0,1,1,0,0
1.38,0,1,0,0,1,1,0,0,1,0,2,0
1.23,0,1,0,1,1,1,0,0,1,1,0,0
0.89,0,1,1,0,1,0,0,0,2,1,0,0
1.32,0,1,0,0,1,1,0,0,3,0,0,0
1.05,0,1,0,0,1,1,0,0,2,1,0,0
1.14,0,1,0,1,1,0,0,1,2,0,0,0
1.26,0,1,0,1,1,0,1,1,1,0,0,0
1.21,0,1,0,1,1,1,1,0,0,1,0,0
1.22,0,1,0,1,1,0,1,0,1,1,0,0
1.22,0,1,0,0,1,1,0,1,1,0,1,0
0.77,0,1,1,0,1,1,0,0,2,0,0,0
1.21,0,1,1,1,1,1,0,0,1,0,0,0
1.12,0,1,0,0,1,0,1,0,2,0,1,0
1.20,0,1,1,1,0,1,1,0,1,0,0,0
1.07,0,1,0,1,1,1,1,0,1,0,0,0
1.16,0,1,0,1,1,0,1,0,1,0,1,0
0.90,0,1,1,0,1,1,1,0,1,0,0,0
0.81,0,1,0,1,0,1,0,0,2,0,1,0
1.14,0,1,0,0,0,2,1,0,2,0,0,0
0.63,0,1,0,0,1,2,0,0,2,0,0,0
0.63,0,1,0,0,0,1,1,0,2,0,1,0
0.89,0,1,0,0,1,0,0,0,3,0,1,0
1.05,0,1,0,0,1,1,1,0,1,1,0,0
1.02,0,1,0,0,1,1,1,0,1,0,1,0
0.93,0,1,0,1,1,1,0,1,1,0,0,0
0.93,0,1,0,1,1,1,0,0,1,0,1,0
0.80,0,1,0,1,1,0,0,0,3,0,0,0
0.89,0,1,0,1,0,1,0,1,2,0,0,0
